Date,Year,Time,Day_of_Week,Barangay,Latitude,Longitude,Weather,Crime_Type,Crime_Cause,Severity,Arrests,Response_Time,Incident_Duration
25/12/2025,2025,19:16,Wednesday,San Buenaventura (Palakpakin),14.080363,121.350829,Rainy,Harassment,Domestic Issue,Medium,1,21,70
18/01/2020,2020,11:20,Sunday,San Vicente,14.098644,121.353624,Stormy,Fraud,Mental Health,High,3,28,99
12/06/2025,2025,10:43,Saturday,I-B (City Sub Riverside),14.087227,121.305186,Foggy,Harassment,Mental Health,High,2,6,13
08/04/2023,2023,10:46,Monday,III-A (Hermanos Belen),14.101477,121.270029,Foggy,Assault,Mental Health,High,0,18,55
03/03/2024,2024,23:34,Sunday,II-B (Guadalupe 1),14.043746,121.340668,Foggy,Theft,Personal Dispute,High,2,12,108
25/06/2025,2025,14:07,Sunday,Santa Filomena (Banlagin),14.03937,121.361717,Foggy,Theft,Unemployment,Low,2,6,21
02/07/2025,2025,16:09,Monday,II-C (Unson),14.02168,121.351075,Stormy,Drug-Related,Gang Activity,Low,0,10,84
05/04/2020,2020,12:12,Monday,V-A,14.018933,121.319311,Cloudy,Domestic Violence,Opportunistic,Low,3,14,42
27/09/2024,2024,15:32,Monday,San Antonio 2 (Sapa),14.087211,121.319399,Sunny,Assault,Personal Dispute,Low,1,25,83
13/04/2024,2024,6:04,Saturday,San Isidro (Balagbag),14.032619,121.325201,Foggy,Domestic Violence,Domestic Issue,Medium,2,21,96
16/09/2023,2023,11:28,Sunday,San Joaquin,14.025263,121.279872,Foggy,Robbery,Domestic Issue,Low,3,6,90
06/10/2023,2023,2:53,Thursday,San Pedro,14.057915,121.354306,Cloudy,Domestic Violence,Personal Dispute,High,3,10,32
17/10/2021,2021,3:30,Friday,II-E (San Anton),14.044904,121.322419,Rainy,Other,Opportunistic,High,3,10,70
01/03/2023,2023,9:40,Wednesday,Del Remedio (Wawa),14.045619,121.290014,Sunny,Assault,Gang Activity,High,2,20,119
09/11/2021,2021,13:55,Thursday,II-F (Villa Rey),14.091388,121.348431,Stormy,Drug-Related,Drugs,Medium,3,16,33
20/09/2023,2023,3:58,Saturday,Del Remedio (Wawa),14.088603,121.303521,Cloudy,Theft,Poverty,Medium,3,17,94
21/12/2024,2024,21:32,Friday,Santo Angel (Ilog),14.050065,121.358261,Stormy,Domestic Violence,Unemployment,High,2,19,17
08/11/2024,2024,13:08,Thursday,II-E (San Anton),14.062241,121.308108,Cloudy,Harassment,Drugs,High,0,29,78
15/04/2020,2020,18:11,Thursday,San Mateo (Imok),14.099948,121.308271,Cloudy,Robbery,Other,Medium,1,5,90
22/07/2020,2020,4:07,Tuesday,VI-C (Bagong Pook),14.064873,121.317452,Stormy,Drug-Related,Alcohol,Low,1,25,115
30/08/2025,2025,5:47,Saturday,VI-E (YMCA),14.09555,121.338124,Foggy,Burglary,Personal Dispute,Low,1,16,106
10/10/2024,2024,1:34,Sunday,Bautista,14.095628,121.298975,Foggy,Theft,Alcohol,High,0,23,65
28/02/2021,2021,5:56,Thursday,San Francisco (Calihan),14.089714,121.362665,Sunny,Vandalism,Gang Activity,Medium,0,29,76
25/10/2021,2021,10:58,Sunday,III-F (Balagtas),14.098395,121.295955,Stormy,Theft,Opportunistic,High,0,29,20
12/11/2024,2024,17:04,Friday,VII-B,14.041262,121.36025,Foggy,Assault,Domestic Issue,High,1,7,91
17/06/2024,2024,20:02,Monday,IV-C,14.032951,121.35306,Cloudy,Drug-Related,Drugs,Medium,2,30,83
26/02/2022,2022,7:58,Wednesday,Santa Isabel,14.083302,121.348915,Rainy,Theft,Alcohol,Low,1,20,33
26/12/2021,2021,22:18,Monday,Bautista,14.038474,121.310732,Stormy,Assault,Alcohol,High,3,20,44
31/01/2025,2025,5:48,Thursday,Bautista,14.062236,121.363997,Foggy,Drug-Related,Alcohol,High,2,23,98
08/06/2022,2022,18:13,Sunday,San Gregorio,14.064635,121.290816,Foggy,Burglary,Poverty,Medium,1,10,79
24/01/2020,2020,7:28,Tuesday,Concepcion (Bunot),14.019939,121.3318,Cloudy,Harassment,Poverty,Medium,1,29,59
27/02/2022,2022,20:51,Wednesday,Santa Elena,14.077274,121.329566,Foggy,Domestic Violence,Alcohol,High,1,30,101
10/02/2025,2025,17:24,Friday,Concepcion (Bunot),14.078995,121.297659,Foggy,Drug-Related,Gang Activity,High,2,15,82
13/07/2021,2021,10:55,Sunday,San Jose (Malamig),14.055035,121.293838,Foggy,Fraud,Poverty,High,1,7,24
01/10/2023,2023,15:26,Monday,Atisan,14.042692,121.307976,Foggy,Assault,Unemployment,High,1,26,22
20/09/2023,2023,21:18,Sunday,San Nicolas (Mag-ampon),14.03409,121.352095,Rainy,Drug-Related,Opportunistic,Medium,0,8,108
23/08/2021,2021,14:47,Sunday,VII-A (P.Alcantara),14.022558,121.345751,Stormy,Drug-Related,Alcohol,High,3,15,23
24/09/2022,2022,1:45,Friday,II-F (Villa Rey),14.042483,121.366167,Stormy,Assault,Alcohol,High,0,23,70
29/03/2020,2020,3:11,Sunday,San Lucas 1 (Malinaw),14.021784,121.296733,Rainy,Domestic Violence,Alcohol,Medium,0,9,37
28/11/2024,2024,9:57,Tuesday,Santo Niño (Arsum),14.087988,121.288499,Stormy,Burglary,Opportunistic,High,1,6,96
07/11/2025,2025,11:55,Tuesday,San Lorenzo (Saluyan),14.045522,121.320274,Cloudy,Fraud,Opportunistic,Medium,3,30,94
05/12/2021,2021,11:18,Saturday,San Mateo (Imok),14.068195,121.334272,Stormy,Robbery,Other,Low,0,7,38
26/08/2023,2023,23:43,Sunday,Santa Isabel,14.095489,121.363531,Rainy,Assault,Gang Activity,High,2,28,16
15/04/2025,2025,13:11,Sunday,I-B (City Sub Riverside),14.08866,121.309337,Sunny,Domestic Violence,Drugs,Medium,0,12,21
20/05/2025,2025,2:54,Friday,San Cristobal,14.075454,121.276519,Stormy,Assault,Gang Activity,Medium,3,10,81
25/12/2024,2024,17:04,Tuesday,V-D,14.051041,121.273585,Stormy,Harassment,Mental Health,Medium,1,8,108
05/02/2023,2023,12:22,Saturday,V-C,14.101222,121.299947,Foggy,Robbery,Drugs,Low,0,14,46
17/03/2022,2022,11:22,Wednesday,San Buenaventura (Palakpakin),14.041179,121.317859,Cloudy,Drug-Related,Unemployment,Medium,1,22,58
26/03/2021,2021,18:20,Sunday,San Buenaventura (Palakpakin),14.046671,121.364605,Stormy,Assault,Alcohol,Low,1,10,56
29/08/2024,2024,9:45,Thursday,Santa Filomena (Banlagin),14.038306,121.273356,Rainy,Assault,Opportunistic,High,1,24,67
10/02/2021,2021,20:57,Thursday,VI-B (Sabang Mabini),14.094995,121.365428,Rainy,Domestic Violence,Mental Health,High,2,15,97
27/06/2024,2024,5:16,Friday,San Bartolome (Matang-ag),14.06901,121.311941,Sunny,Vandalism,Domestic Issue,High,3,23,20
05/02/2022,2022,14:53,Friday,VII-C,14.093956,121.362513,Cloudy,Vandalism,Drugs,High,1,19,11
09/12/2024,2024,2:41,Wednesday,San Lucas 2 (Malinaw),14.081974,121.309319,Cloudy,Other,Mental Health,Medium,3,20,114
20/01/2021,2021,12:56,Saturday,V-A,14.038031,121.301274,Sunny,Theft,Drugs,High,3,6,63
17/12/2024,2024,2:08,Sunday,III-A (Hermanos Belen),14.082884,121.335863,Sunny,Vandalism,Unemployment,Low,1,26,98
03/03/2025,2025,21:42,Sunday,II-E (San Anton),14.040664,121.365153,Rainy,Other,Gang Activity,High,0,26,36
26/04/2023,2023,20:36,Friday,San Crispin (Lumbangan),14.106538,121.327971,Foggy,Assault,Gang Activity,Medium,0,25,45
21/05/2021,2021,9:58,Tuesday,San Bartolome (Matang-ag),14.015512,121.356247,Stormy,Assault,Mental Health,High,2,14,19
05/02/2021,2021,18:52,Saturday,III-C (Labak/De Roma),14.051224,121.367957,Rainy,Burglary,Alcohol,High,0,5,48
20/07/2025,2025,13:55,Wednesday,Santa Monica,14.03807,121.362393,Foggy,Domestic Violence,Domestic Issue,High,0,12,61
25/09/2022,2022,13:11,Saturday,San Juan (Putol),14.011447,121.28837,Cloudy,Other,Other,High,2,17,118
07/05/2020,2020,15:00,Saturday,San Joaquin,14.028413,121.313755,Foggy,Burglary,Mental Health,Medium,1,6,49
09/01/2024,2024,8:38,Friday,San Antonio 2 (Sapa),14.080485,121.295593,Rainy,Assault,Poverty,Low,2,19,99
19/08/2023,2023,5:15,Monday,San Cristobal,14.086294,121.324321,Rainy,Robbery,Domestic Issue,Medium,3,8,18
15/01/2025,2025,18:42,Wednesday,San Pedro,14.085149,121.274532,Stormy,Drug-Related,Mental Health,High,3,16,108
18/09/2024,2024,11:13,Sunday,San Mateo (Imok),14.044742,121.344468,Rainy,Domestic Violence,Unemployment,Low,0,5,110
23/08/2025,2025,14:14,Thursday,VII-E,14.05264,121.325293,Sunny,Assault,Poverty,High,0,24,54
31/12/2025,2025,23:35,Monday,San Diego (Tiim),14.030731,121.301218,Sunny,Fraud,Mental Health,High,0,20,42
20/05/2021,2021,11:20,Wednesday,III-B,14.054118,121.33558,Rainy,Drug-Related,Mental Health,Medium,0,23,113
11/09/2022,2022,22:52,Wednesday,VI-E (YMCA),14.043831,121.350209,Cloudy,Drug-Related,Personal Dispute,Low,1,26,73
07/09/2023,2023,0:05,Sunday,San Miguel (Balatuin),14.108834,121.368908,Rainy,Other,Opportunistic,Low,1,8,118
28/11/2020,2020,0:40,Friday,Santa Ana,14.052373,121.327503,Rainy,Drug-Related,Poverty,Medium,2,23,42
20/09/2023,2023,19:34,Monday,III-D (Villongco),14.107926,121.358527,Cloudy,Burglary,Gang Activity,High,2,5,49
20/04/2020,2020,20:52,Sunday,I-C (Bagong Bayan),14.021584,121.284105,Sunny,Drug-Related,Mental Health,High,2,15,43
21/12/2020,2020,16:19,Tuesday,IV-B,14.098346,121.34298,Rainy,Harassment,Other,Medium,3,7,103
03/04/2020,2020,17:28,Tuesday,III-E,14.107275,121.284662,Sunny,Drug-Related,Other,Medium,3,18,46
06/02/2023,2023,18:07,Monday,San Buenaventura (Palakpakin),14.02281,121.355138,Foggy,Robbery,Domestic Issue,Medium,1,21,32
18/12/2020,2020,22:19,Sunday,Santo Niño (Arsum),14.101415,121.311467,Stormy,Vandalism,Other,Medium,2,10,86
20/12/2024,2024,19:58,Sunday,San Cristobal,14.057857,121.349354,Cloudy,Theft,Drugs,Low,3,22,105
14/03/2020,2020,12:34,Friday,Santa Isabel,14.020502,121.33584,Stormy,Assault,Drugs,Medium,3,11,88
26/02/2022,2022,16:43,Friday,Soledad (Macopa),14.045135,121.336369,Stormy,Drug-Related,Other,Medium,2,13,59
02/07/2025,2025,2:32,Monday,San Mateo (Imok),14.032005,121.331909,Cloudy,Drug-Related,Unemployment,High,2,22,61
17/05/2025,2025,8:37,Tuesday,Atisan,14.026728,121.32007,Rainy,Vandalism,Gang Activity,High,1,21,71
10/02/2023,2023,9:04,Thursday,San Isidro (Balagbag),14.107555,121.29463,Rainy,Other,Poverty,High,2,24,73
21/10/2023,2023,15:11,Sunday,II-E (San Anton),14.108021,121.310627,Cloudy,Harassment,Poverty,Low,1,21,95
12/06/2021,2021,16:13,Thursday,II-F (Villa Rey),14.088656,121.273437,Sunny,Other,Other,Low,3,26,48
15/11/2023,2023,5:13,Friday,San Antonio 2 (Sapa),14.011101,121.364612,Cloudy,Burglary,Gang Activity,Medium,3,28,97
25/08/2023,2023,20:32,Thursday,II-A (Triangulo/ Guadalupe 2),14.065856,121.331308,Cloudy,Burglary,Unemployment,Low,0,28,81
17/11/2025,2025,23:33,Friday,San Mateo (Imok),14.056192,121.355806,Rainy,Theft,Poverty,High,1,8,81
10/12/2024,2024,12:17,Monday,San Isidro (Balagbag),14.104349,121.306887,Sunny,Fraud,Opportunistic,Low,2,29,38
27/07/2020,2020,3:46,Sunday,San Roque (Sambat),14.025856,121.298563,Foggy,Drug-Related,Alcohol,High,0,24,68
01/11/2024,2024,4:30,Thursday,San Buenaventura (Palakpakin),14.059495,121.369978,Rainy,Domestic Violence,Opportunistic,Low,0,10,42
20/09/2021,2021,7:09,Saturday,VII-A (P.Alcantara),14.060384,121.286107,Foggy,Other,Alcohol,Low,1,5,26
16/07/2021,2021,12:57,Friday,VII-A (P.Alcantara),14.039551,121.293442,Sunny,Harassment,Domestic Issue,Medium,2,7,24
01/07/2024,2024,2:36,Thursday,San Joaquin,14.072798,121.355176,Stormy,Burglary,Mental Health,High,0,26,75
19/06/2024,2024,2:24,Thursday,San Antonio 1 (Balanga),14.013416,121.272665,Sunny,Burglary,Poverty,High,3,27,63
25/09/2020,2020,12:01,Thursday,San Lucas 2 (Malinaw),14.052982,121.331154,Stormy,Fraud,Poverty,Medium,1,9,94
29/12/2022,2022,14:22,Thursday,San Lucas 2 (Malinaw),14.012944,121.331317,Foggy,Harassment,Unemployment,Medium,0,12,104
24/07/2021,2021,12:48,Tuesday,II-A (Triangulo/ Guadalupe 2),14.024812,121.299264,Rainy,Harassment,Poverty,Medium,3,23,114
23/08/2025,2025,2:46,Thursday,III-D (Villongco),14.065432,121.297456,Sunny,Burglary,Unemployment,Low,2,14,54
01/07/2023,2023,17:58,Friday,Atisan,14.03949,121.322214,Foggy,Theft,Alcohol,Medium,0,9,113
30/10/2023,2023,12:40,Saturday,V-A,14.025427,121.317843,Foggy,Other,Gang Activity,High,0,9,74
20/07/2024,2024,21:33,Sunday,Atisan,14.022984,121.30394,Rainy,Burglary,Alcohol,Low,2,21,90
22/08/2021,2021,3:08,Monday,San Pedro,14.058481,121.340191,Cloudy,Fraud,Opportunistic,Low,1,28,31
12/01/2022,2022,19:15,Monday,III-A (Hermanos Belen),14.103109,121.332442,Foggy,Harassment,Mental Health,High,0,7,51
17/05/2023,2023,1:00,Saturday,Santa Veronica (Bae),14.085461,121.327772,Cloudy,Other,Personal Dispute,Low,0,28,25
06/08/2023,2023,11:25,Saturday,San Lucas 1 (Malinaw),14.035485,121.35799,Cloudy,Domestic Violence,Domestic Issue,High,2,21,94
18/09/2020,2020,7:03,Monday,San Nicolas (Mag-ampon),14.04384,121.324269,Rainy,Other,Domestic Issue,High,1,17,12
12/03/2022,2022,20:16,Sunday,II-E (San Anton),14.043273,121.295279,Cloudy,Assault,Alcohol,Low,0,12,72
09/05/2020,2020,21:13,Thursday,II-C (Unson),14.017895,121.2864,Rainy,Harassment,Alcohol,High,1,10,82
01/11/2020,2020,7:30,Monday,San Juan (Putol),14.066614,121.323931,Cloudy,Harassment,Drugs,Low,2,29,60
01/06/2020,2020,3:38,Saturday,VI-C (Bagong Pook),14.050135,121.314477,Sunny,Domestic Violence,Domestic Issue,High,3,21,102
23/03/2023,2023,7:08,Tuesday,I-B (City Sub Riverside),14.040565,121.298113,Rainy,Drug-Related,Mental Health,High,3,19,86
29/09/2020,2020,12:50,Tuesday,San Isidro (Balagbag),14.073938,121.304867,Stormy,Robbery,Domestic Issue,Medium,3,25,80
21/12/2022,2022,2:37,Wednesday,San Marcos (Tikew),14.052966,121.307557,Foggy,Domestic Violence,Alcohol,Medium,1,18,67
04/09/2025,2025,0:16,Sunday,II-C (Unson),14.049353,121.362645,Rainy,Robbery,Other,Low,2,15,27
20/08/2021,2021,13:22,Friday,San Nicolas (Mag-ampon),14.074786,121.369518,Cloudy,Harassment,Personal Dispute,Low,1,10,119
20/05/2022,2022,6:49,Tuesday,San Gabriel (Butucan),14.075594,121.297556,Foggy,Assault,Other,High,3,7,92
25/01/2025,2025,2:08,Friday,IV-C,14.049279,121.28056,Sunny,Other,Opportunistic,High,0,20,73
09/09/2020,2020,21:08,Saturday,II-D (Bulante),14.10402,121.304332,Rainy,Other,Drugs,Low,1,12,36
02/09/2025,2025,7:44,Thursday,San Rafael (Buluburan),14.091593,121.298295,Foggy,Theft,Mental Health,High,1,18,116
16/10/2024,2024,6:30,Tuesday,VII-A (P.Alcantara),14.086804,121.286176,Cloudy,Fraud,Alcohol,Low,1,20,49
28/03/2021,2021,0:12,Wednesday,V-B,14.075481,121.273917,Sunny,Assault,Gang Activity,Medium,1,20,42
28/02/2023,2023,21:31,Tuesday,San Juan (Putol),14.086282,121.310319,Sunny,Domestic Violence,Unemployment,Medium,2,10,117
08/02/2022,2022,14:21,Friday,San Lorenzo (Saluyan),14.074585,121.278077,Sunny,Domestic Violence,Unemployment,High,3,22,42
10/04/2024,2024,0:33,Friday,Santa Maria,14.031491,121.314102,Sunny,Drug-Related,Domestic Issue,Medium,3,18,21
23/05/2025,2025,22:03,Sunday,San Jose (Malamig),14.018149,121.344181,Foggy,Vandalism,Alcohol,Medium,2,8,80
01/11/2021,2021,1:00,Thursday,San Vicente,14.041144,121.350735,Stormy,Burglary,Poverty,Medium,2,13,97
30/10/2024,2024,2:21,Thursday,Santo Niño (Arsum),14.047906,121.340894,Rainy,Assault,Gang Activity,Low,1,21,47
28/10/2025,2025,2:49,Tuesday,VI-E (YMCA),14.107215,121.28166,Foggy,Vandalism,Domestic Issue,Medium,2,7,33
17/03/2022,2022,13:36,Sunday,I-A (Sambat),14.084355,121.343589,Stormy,Theft,Gang Activity,Low,0,14,43
21/05/2023,2023,1:09,Sunday,Santo Angel (Ilog),14.011075,121.342788,Sunny,Harassment,Poverty,Medium,2,12,92
14/03/2023,2023,12:19,Friday,Atisan,14.060878,121.336909,Rainy,Vandalism,Gang Activity,Medium,3,6,29
22/02/2023,2023,23:59,Friday,San Rafael (Buluburan),14.027536,121.358874,Cloudy,Drug-Related,Gang Activity,Low,1,16,66
30/06/2023,2023,19:54,Tuesday,Santa Monica,14.016553,121.368116,Stormy,Vandalism,Domestic Issue,Medium,2,16,75
01/08/2021,2021,6:45,Friday,Santa Filomena (Banlagin),14.083173,121.335977,Sunny,Harassment,Gang Activity,Medium,1,20,40
23/04/2024,2024,8:47,Tuesday,III-E,14.054573,121.285063,Sunny,Drug-Related,Poverty,Low,0,15,95
25/10/2023,2023,1:36,Tuesday,San Gregorio,14.097575,121.361432,Stormy,Vandalism,Drugs,High,0,21,45
16/10/2024,2024,3:00,Monday,Santa Maria,14.031984,121.300025,Foggy,Domestic Violence,Other,Medium,3,29,112
22/07/2020,2020,8:58,Sunday,VI-B (Sabang Mabini),14.089505,121.30847,Cloudy,Burglary,Drugs,High,0,22,75
21/05/2021,2021,16:42,Wednesday,San Lorenzo (Saluyan),14.097846,121.295096,Foggy,Domestic Violence,Opportunistic,Medium,3,26,95
20/05/2021,2021,18:35,Thursday,Santa Maria,14.105039,121.363754,Sunny,Vandalism,Unemployment,Low,1,27,93
22/09/2024,2024,22:01,Tuesday,Santa Isabel,14.072034,121.270168,Stormy,Drug-Related,Poverty,Medium,2,19,29
23/12/2023,2023,14:40,Tuesday,San Diego (Tiim),14.068715,121.3025,Rainy,Assault,Mental Health,Medium,2,5,70
05/10/2021,2021,17:42,Saturday,San Bartolome (Matang-ag),14.032668,121.3395,Cloudy,Domestic Violence,Drugs,Medium,3,20,86
10/07/2023,2023,16:27,Wednesday,San Antonio 1 (Balanga),14.101671,121.271984,Sunny,Drug-Related,Opportunistic,High,3,10,86
24/01/2022,2022,7:49,Saturday,Soledad (Macopa),14.069852,121.280416,Cloudy,Other,Other,Low,2,20,72
13/08/2022,2022,7:43,Saturday,VII-A (P.Alcantara),14.078639,121.359331,Sunny,Fraud,Opportunistic,Medium,3,9,95
04/07/2022,2022,17:07,Wednesday,VII-C,14.076331,121.272803,Rainy,Vandalism,Unemployment,High,3,15,108
17/06/2024,2024,20:18,Thursday,San Lorenzo (Saluyan),14.097264,121.342937,Rainy,Robbery,Opportunistic,High,1,14,39
01/03/2023,2023,17:30,Thursday,San Lucas 1 (Malinaw),14.064678,121.361393,Sunny,Vandalism,Drugs,High,1,30,38
01/09/2023,2023,2:28,Wednesday,II-D (Bulante),14.077535,121.299454,Cloudy,Vandalism,Domestic Issue,Low,2,19,97
18/02/2022,2022,12:02,Tuesday,Santiago I (Bulaho),14.098678,121.310855,Rainy,Theft,Unemployment,High,3,22,52
24/07/2024,2024,23:35,Wednesday,Santa Filomena (Banlagin),14.105434,121.369483,Cloudy,Burglary,Drugs,High,0,27,38
17/02/2024,2024,16:49,Wednesday,IV-B,14.05616,121.282917,Sunny,Assault,Drugs,Low,0,28,84
17/06/2025,2025,1:47,Thursday,Santa Elena,14.088756,121.312918,Rainy,Other,Mental Health,Medium,1,8,90
23/08/2024,2024,22:01,Thursday,Santa Catalina (Sandig),14.104504,121.295851,Stormy,Domestic Violence,Personal Dispute,Low,3,26,28
25/05/2024,2024,21:48,Friday,San Jose (Malamig),14.089815,121.302662,Cloudy,Robbery,Mental Health,Medium,0,19,120
04/05/2021,2021,10:19,Friday,Santiago I (Bulaho),14.106626,121.316121,Sunny,Vandalism,Personal Dispute,Medium,1,27,84
06/01/2022,2022,5:34,Friday,San Juan (Putol),14.024749,121.327117,Foggy,Theft,Domestic Issue,High,3,30,113
14/08/2024,2024,20:54,Friday,Santa Ana,14.032996,121.273368,Stormy,Vandalism,Gang Activity,Low,1,27,106
20/10/2025,2025,3:21,Tuesday,Santa Maria,14.069377,121.352588,Foggy,Drug-Related,Mental Health,High,3,7,78
18/08/2021,2021,21:16,Thursday,Santa Filomena (Banlagin),14.046903,121.364634,Foggy,Drug-Related,Personal Dispute,Medium,2,6,92
27/11/2025,2025,1:40,Thursday,II-B (Guadalupe 1),14.050643,121.302839,Rainy,Fraud,Mental Health,Low,1,30,25
30/05/2023,2023,2:51,Tuesday,San Antonio 2 (Sapa),14.026884,121.339128,Foggy,Burglary,Personal Dispute,Medium,0,5,31
30/04/2023,2023,17:58,Thursday,V-A,14.05969,121.286954,Stormy,Theft,Gang Activity,Low,0,20,49
16/08/2023,2023,12:59,Wednesday,III-D (Villongco),14.105608,121.368401,Sunny,Drug-Related,Domestic Issue,Medium,1,12,98
30/10/2022,2022,17:48,Monday,I-A (Sambat),14.054473,121.288072,Cloudy,Fraud,Gang Activity,Low,1,10,107
10/07/2021,2021,16:04,Wednesday,San Lucas 1 (Malinaw),14.095372,121.335424,Rainy,Theft,Opportunistic,Low,0,29,12
24/02/2025,2025,23:09,Tuesday,VII-C,14.098677,121.295638,Rainy,Assault,Personal Dispute,Low,1,8,31
03/08/2023,2023,11:25,Sunday,San Juan (Putol),14.087059,121.349705,Stormy,Other,Personal Dispute,Medium,2,30,17
03/03/2024,2024,20:04,Saturday,San Francisco (Calihan),14.018238,121.272186,Cloudy,Vandalism,Unemployment,Low,2,19,74
20/04/2021,2021,0:49,Wednesday,San Gabriel (Butucan),14.051335,121.271689,Rainy,Other,Mental Health,High,3,29,104
16/06/2023,2023,18:54,Wednesday,VII-C,14.086456,121.305463,Rainy,Burglary,Other,Low,2,20,34
16/06/2024,2024,11:25,Monday,Dolores,14.019807,121.345681,Rainy,Fraud,Drugs,High,0,26,46
19/07/2020,2020,1:27,Saturday,Santa Elena,14.086481,121.350296,Rainy,Harassment,Other,High,3,11,119
22/08/2021,2021,21:43,Wednesday,San Bartolome (Matang-ag),14.043689,121.27479,Foggy,Domestic Violence,Personal Dispute,Low,2,28,114
05/01/2023,2023,10:43,Wednesday,V-C,14.08591,121.274105,Foggy,Robbery,Other,Low,3,20,100
18/11/2025,2025,21:07,Wednesday,I-C (Bagong Bayan),14.041491,121.330414,Sunny,Robbery,Domestic Issue,Medium,3,24,69
26/06/2022,2022,5:37,Wednesday,II-B (Guadalupe 1),14.075494,121.362127,Foggy,Burglary,Personal Dispute,High,0,15,84
06/06/2020,2020,18:56,Saturday,San Rafael (Buluburan),14.061088,121.334128,Rainy,Other,Other,Low,3,17,42
25/07/2021,2021,1:32,Sunday,Del Remedio (Wawa),14.073561,121.271454,Foggy,Theft,Alcohol,Low,0,17,114
15/06/2024,2024,10:08,Sunday,Santa Cruz (Putol),14.05497,121.300799,Rainy,Harassment,Mental Health,High,2,28,84
29/01/2024,2024,12:37,Saturday,Santa Elena,14.021175,121.360995,Foggy,Robbery,Other,Medium,1,5,119
01/07/2020,2020,7:55,Wednesday,Bautista,14.043324,121.360017,Stormy,Robbery,Personal Dispute,High,3,12,101
09/01/2024,2024,1:38,Monday,Del Remedio (Wawa),14.022844,121.314232,Sunny,Robbery,Opportunistic,Medium,2,29,95
16/03/2022,2022,9:13,Wednesday,III-D (Villongco),14.063847,121.294361,Cloudy,Harassment,Alcohol,Medium,2,12,108
09/01/2025,2025,20:12,Sunday,Santa Ana,14.088352,121.341209,Sunny,Domestic Violence,Drugs,High,0,22,59
02/01/2020,2020,15:02,Sunday,V-C,14.054276,121.3105,Stormy,Vandalism,Personal Dispute,High,0,13,17
05/05/2022,2022,8:13,Monday,V-A,14.056203,121.316749,Stormy,Robbery,Other,Medium,3,17,94
07/06/2021,2021,16:04,Saturday,Santa Elena,14.106743,121.284186,Stormy,Theft,Opportunistic,High,2,24,58
18/08/2022,2022,6:29,Sunday,Santiago II (Bulaho),14.072376,121.368804,Rainy,Burglary,Poverty,Medium,2,25,11
24/03/2021,2021,6:03,Saturday,V-A,14.10971,121.271925,Rainy,Drug-Related,Personal Dispute,Low,2,12,115
26/07/2021,2021,20:03,Tuesday,Dolores,14.013428,121.34114,Foggy,Drug-Related,Drugs,High,2,19,14
18/04/2024,2024,20:42,Sunday,San Diego (Tiim),14.050308,121.353953,Foggy,Assault,Personal Dispute,High,0,8,30
04/03/2025,2025,3:05,Monday,San Antonio 1 (Balanga),14.027061,121.349946,Sunny,Drug-Related,Mental Health,High,2,24,78
22/04/2025,2025,11:58,Friday,San Diego (Tiim),14.020024,121.336567,Rainy,Burglary,Domestic Issue,Medium,1,10,28
31/10/2022,2022,21:36,Sunday,II-A (Triangulo/ Guadalupe 2),14.104949,121.283536,Cloudy,Vandalism,Gang Activity,High,1,5,39
15/03/2021,2021,5:00,Saturday,San Bartolome (Matang-ag),14.078021,121.33687,Cloudy,Other,Unemployment,High,1,8,117
29/09/2020,2020,23:28,Friday,San Lucas 1 (Malinaw),14.086511,121.343126,Cloudy,Domestic Violence,Mental Health,Low,0,27,64
02/10/2024,2024,3:52,Friday,Dolores,14.073984,121.339559,Foggy,Robbery,Mental Health,High,3,20,116
04/05/2020,2020,5:28,Tuesday,V-D,14.101344,121.338138,Sunny,Drug-Related,Domestic Issue,Low,1,21,57
01/05/2021,2021,4:10,Friday,III-E,14.086005,121.272401,Stormy,Fraud,Unemployment,Medium,2,12,15
09/07/2024,2024,13:56,Thursday,San Isidro (Balagbag),14.011792,121.288999,Stormy,Burglary,Drugs,High,2,8,40
06/04/2025,2025,19:15,Wednesday,San Diego (Tiim),14.085415,121.335382,Rainy,Fraud,Drugs,Low,1,6,117
18/10/2022,2022,16:11,Thursday,San Nicolas (Mag-ampon),14.083228,121.293438,Cloudy,Assault,Mental Health,High,0,8,104
28/06/2021,2021,14:52,Monday,San Antonio 1 (Balanga),14.079305,121.351453,Sunny,Fraud,Other,Medium,3,27,42
11/07/2024,2024,3:16,Tuesday,I-A (Sambat),14.078037,121.334054,Stormy,Domestic Violence,Unemployment,High,0,24,96
12/07/2024,2024,18:50,Tuesday,San Buenaventura (Palakpakin),14.021147,121.27099,Sunny,Assault,Gang Activity,Low,3,14,25
20/10/2023,2023,20:29,Thursday,Santa Isabel,14.030483,121.353716,Foggy,Vandalism,Drugs,High,3,11,120
24/04/2021,2021,15:40,Thursday,Santo Angel (Ilog),14.062598,121.307673,Stormy,Theft,Other,Low,0,12,72
07/11/2022,2022,10:45,Sunday,San Marcos (Tikew),14.030121,121.335117,Rainy,Vandalism,Alcohol,Medium,2,13,18
06/01/2024,2024,17:15,Monday,III-C (Labak/De Roma),14.011441,121.320565,Stormy,Harassment,Alcohol,Medium,2,25,56
27/07/2021,2021,4:18,Saturday,San Buenaventura (Palakpakin),14.05627,121.278426,Rainy,Other,Mental Health,Low,1,16,81
